FunctionalLoc,resources_id,id
1800-1811-D2L1-U410-V411-BL05 BL05 BALL VALVE TANKI V411,22,1872
1800-1811-D2L1-U410-V411-LG01 LG01 LEVEL GAUGE TANKI V411,22,1873
1800-1811-D2L1-U410-V412-BL01 BL01 BALL VALVE TANKI V412,22,1874
1800-1811-D2L1-U410-V412-BL02 BL02 BALL VALVE TANKI V412,22,1875
1800-1811-D2L1-U410-V412-BL03 BL03 BALL VALVE TANKI V412,22,1876
1800-1811-D2L1-U410-V412-BL04 BL04 BALL VALVE TANKI V412,22,1877
1800-1811-D2L1-U410-V412-BL05 BL05 BALL VALVE TANKI V412,22,1878
1800-1811-D2L1-U410-V412-LG01 LG01 LEVEL GAUGE TANKI V412,22,1879
1800-1811-D2L1-U420-B421-BF01 BF01 BUTTERFLY VALVE BLOWER A B421,22,1880
1800-1811-D2L1-U420-B421-BF02 BF02 BUTTERFLY VALVE BLOWER A B421,22,1881
1800-1811-D2L1-U420-B421-BL01 BL01 BALL VALVE BLOWER A B421,22,1882
1800-1811-D2L1-U420-P421 P421/P4421A WATER TRANSFER PUMP U420,22,1883
1800-1811-D2L1-U420-P421-BL01 BL01 BALL VALVE POMPA P421,22,1884
1800-1811-D2L1-U420-P421-BL02 BL02 BALL VALVE POMPA P421,22,1885
1800-1811-D2L1-U420-P421-BL03 BL03 BALL VALVE POMPA P421,22,1886
1800-1811-D2L1-U420-P421-BL04 BL04 BALL VALVE POMPA P421,22,1887
1800-1811-D2L1-U420-P421-BL05 BL05 BALL VALVE POMPA P421,22,1888
1800-1811-D2L1-U420-P421-BL06 BL06 BALL VALVE POMPA P421,22,1889
1800-1811-D2L1-U420-P421-BL07 BL07 BALL VALVE POMPA P421,22,1890
1800-1811-D2L1-U420-P421-CK01 CK01 CHECK VALVE POMPA P421,22,1891
1800-1811-D2L1-U420-P421-FJ01 FJ01 FLEXIBLE JOINT POMPA P421,22,1892
1800-1811-D2L1-U420-P421-PG01 PG01 PRESSURE GAUGE POMPA P421,22,1893
1800-1811-D2L1-U420-P422 P422/P4421B WATER TRANSFER PUMP U420,22,1894
1800-1811-D2L1-U420-P422-BL01 BL01 BALL VALVE POMPA P422,22,1895
1800-1811-D2L1-U420-P422-BL02 BL02 BALL VALVE POMPA P422,22,1896
1800-1811-D2L1-U420-P422-BL03 BL03 BALL VALVE POMPA P422,22,1897
1800-1811-D2L1-U420-P422-BL04 BL04 BALL VALVE POMPA P422,22,1898
1800-1811-D2L1-U420-P422-CK01 CK01 CHECK VALVE POMPA P422,22,1899
1800-1811-D2L1-U420-P422-FJ01 FJ01 FLEXIBLE JOINT POMPA P422,22,1900
1800-1811-D2L1-U420-P423 P423/P4422 WATER TRANSFER PUMP U420,22,1901
1800-1811-D2L1-U420-P424 P424/4471A WATER TRANSFER PUMP U420,22,1902
1800-1811-D2L1-U420-P425 P425/4471B WATER TRANSFER PUMP U420,22,1903
1800-1811-D2L1-U420-S421 S421 GROUND WATER TANK U420,22,1904
1800-1811-D2L1-U420-S422 S422 CLEAN GROUND WATER TANK U420,22,1905
1800-1811-D2L1-U420-T421-BL01 BL01 BALL VALVE SCRUBBER A T421,22,1906
1800-1811-D2L1-U420-T421-BL02 BL02 BALL VALVE SCRUBBER A T421,22,1907
1800-1811-D2L1-U420-T421-BL03 BL03 BALL VALVE SCRUBBER A T421,22,1908
1800-1811-D2L1-U420-T421-BL04 BL04 BALL VALVE SCRUBBER A T421,22,1909
1800-1811-D2L1-U420-T421-BL05 BL05 BALL VALVE SCRUBBER A T421,22,1910
1800-1811-D2L1-U420-T421-BL06 BL06 BALL VALVE SCRUBBER A T421,22,1911
1800-1811-D2L1-U420-T421-BL07 BL07 BALL VALVE SCRUBBER A T421,22,1912
1800-1811-D2L1-U420-T421-BL08 BL08 BALL VALVE SCRUBBER A T421,22,1913
1800-1811-D2L1-U420-T422-BL01 BL01 BALL VALVE CHIMNEY SCRUBBER A T422,22,1914
1800-1811-D2L1-U420-V421-BL01 BL01 BALL VALVE TANKI V421,22,1915
1800-1811-D2L1-U420-V421-BL02 BL02 BALL VALVE TANKI V421,22,1916
1800-1811-D2L1-U420-V421-BL03 BL03 BALL VALVE TANKI V421,22,1917
1800-1811-D2L1-U420-V421-BL04 BL04 BALL VALVE TANKI V421,22,1918
1800-1811-D2L1-U420-V421-BL05 BL05 BALL VALVE TANKI V421,22,1919
1800-1811-D2L1-U420-V421-BL06 BL06 BALL VALVE TANKI V421,22,1920
1800-1811-D2L1-U420-V421-BL07 BL07 BALL VALVE TANKI V421,22,1921
1800-1811-D2L1-U420-V421-LG01 LG01 LEVEL GAUGE TANKI V421,22,1922
1800-1811-D2L1-U430-F431 T111/V431/F431 MULTI MEDIA FILTER U430,22,1923
1800-1811-D2L1-U430-F432 T121/V432/F432 ACTIVATED FILTER U430,22,1924
1800-1811-D2L1-U430-F433 T131/V433/F433 SOFTENER U430,22,1925
1800-1811-D2L1-U430-P431 P431 BACK WASH PUMP U440,22,1926
1800-1811-D2L1-U430-P431-BL01 BL01 BALL VALVE POMPA P431,22,1927
1800-1811-D2L1-U430-P431-BL02 BL02 BALL VALVE POMPA P431,22,1928
1800-1811-D2L1-U430-P431-BL03 BL03 BALL VALVE POMPA P431,22,1929
1800-1811-D2L1-U430-P431-BL04 BL04 BALL VALVE POMPA P431,22,1930
1800-1811-D2L1-U430-P431-BL05 BL05 BALL VALVE POMPA P431,22,1931
1800-1811-D2L1-U430-P431-BL06 BL06 BALL VALVE POMPA P431,22,1932
1800-1811-D2L1-U430-P431-BL07 BL07 BALL VALVE POMPA P431,22,1933
1800-1811-D2L1-U430-P431-CK01 CK01 CHECK VALVE POMPA P431,22,1934
1800-1811-D2L1-U430-P431-FJ01 FJ01 FLEXIBLE JOINT POMPA P431,22,1935
1800-1811-D2L1-U430-P431-PG01 PG01 PRESSURE GAUGE POMPA P431,22,1936
1800-1811-D2L1-U430-P432 P432 MMF FEED PUMP U470,22,1937
1800-1811-D2L1-U430-P432-BL01 BL01 BALL VALVE POMPA P432,22,1938
1800-1811-D2L1-U430-P432-BL02 BL02 BALL VALVE POMPA P432,22,1939
1800-1811-D2L1-U430-P432-BL03 BL03 BALL VALVE POMPA P432,22,1940
1800-1811-D2L1-U430-P432-BL04 BL04 BALL VALVE POMPA P432,22,1941
1800-1811-D2L1-U430-P432-CK01 CK01 CHECK VALVE POMPA P432,22,1942
1800-1811-D2L1-U430-P432-FJ01 FJ01 FLEXIBLE JOINT POMPA P432,22,1943
1800-1811-D2L1-U430-P434 P434/P201A BWRO LP PUMP P430,22,1944
1800-1811-D2L1-U430-P435 P435/P201B BWRO LP PUMP P430,22,1945
1800-1811-D2L1-U430-P438 P438 BWRO HD PUMP U470,22,1946
1800-1811-D2L1-U430-T431-BL01 BL01 BALL VALVE SCRUBBER B T431,22,1947
1800-1811-D2L1-U430-T431-BL02 BL02 BALL VALVE SCRUBBER B T431,22,1948
1800-1811-D2L1-U430-T431-BL03 BL03 BALL VALVE SCRUBBER B T431,22,1949
1800-1811-D2L1-U430-T431-BL04 BL04 BALL VALVE SCRUBBER B T431,22,1950
1800-1811-D2L1-U430-T431-BL05 BL05 BALL VALVE SCRUBBER B T431,22,1951
1800-1811-D2L1-U430-T431-BL06 BL06 BALL VALVE SCRUBBER B T431,22,1952
1800-1811-D2L1-U430-V431-BL01 BL01 BALL VALVE TANKI V431,22,1953
1800-1811-D2L1-U430-V431-BL02 BL02 BALL VALVE TANKI V431,22,1954
1800-1811-D2L1-U430-V431-BL03 BL03 BALL VALVE TANKI V431,22,1955
1800-1811-D2L1-U430-V431-BL04 BL04 BALL VALVE TANKI V431,22,1956
1800-1811-D2L1-U430-V431-BL05 BL05 BALL VALVE TANKI V431,22,1957
1800-1811-D2L1-U430-V431-BL06 BL06 BALL VALVE TANKI V431,22,1958
1800-1811-D2L1-U430-V431-BL07 BL07 BALL VALVE TANKI V431,22,1959
1800-1811-D2L1-U430-V431-LG01 LG01 LEVEL GAUGE TANKI V431,22,1960
1800-1811-D2L1-U440 UTILITY AREA U440 RO WATER,22,1961
1800-1811-D2L1-U440-P441 P4472A/P441 TREATED WATER PUMP U440,22,1962
1800-1811-D2L1-U440-P441-BL01 BL01 BALL VALVE POMPA P441,22,1963
1800-1811-D2L1-U440-P441-BL02 BL02 BALL VALVE POMPA P441,22,1964
1800-1811-D2L1-U440-P441-BL03 BL03 BALL VALVE POMPA P441,22,1965
1800-1811-D2L1-U440-P441-BL04 BL04 BALL VALVE POMPA P441,22,1966
1800-1811-D2L1-U440-P441-BL05 BL05 BALL VALVE POMPA P441,22,1967
1800-1811-D2L1-U440-P441-CK01 CK01 CHECK VALVE POMPA P441,22,1968
1800-1811-D2L1-U440-P441-FJ01 FJ01 FLEXIBLE JOINT POMPA P441,22,1969
1800-1811-D2L1-U440-P441-PG01 PG01 PRESSURE GAUGE POMPA P441,22,1970
1800-1811-D2L1-U440-P441-PS01 PS01 PRESSURE SAFETY VALVE POMPA P441,22,1971
1800-1811-D2L1-U440-P442 P4472B/P442 TREATED WATER PUMP U440,22,1972
1800-1811-D2L1-U440-P442-BL01 BL01 BALL VALVE POMPA P442,22,1973
1800-1811-D2L1-U440-P442-BL02 BL02 BALL VALVE POMPA P442,22,1974
1800-1811-D2L1-U440-P442-BL03 BL03 BALL VALVE POMPA P442,22,1975
1800-1811-D2L1-U440-P442-BL04 BL04 BALL VALVE POMPA P442,22,1976
1800-1811-D2L1-U440-P442-CK01 CK01 CHECK VALVE POMPA P442,22,1977
1800-1811-D2L1-U440-P442-FJ01 FJ01 FLEXIBLE JOINT POMPA P442,22,1978
1800-1811-D2L1-U440-P443 P443 DILUTION PUMP U440,22,1979
1800-1811-D2L1-U440-P444 P444 REJECT RO WATER PUMP U440,22,1980
1800-1811-D2L1-U440-P445 P445 SMBS DOSING PUMP U440,22,1981
1800-1811-D2L1-U440-P446 P446 CAUSTIC DOSING PUMP U440,22,1982
1800-1811-D2L1-U440-P446-BL01 BL01 BALL VALVE POMPA P446,22,1983
1800-1811-D2L1-U440-P446-BL02 BL02 BALL VALVE POMPA P446,22,1984
1800-1811-D2L1-U440-P446-BL03 BL03 BALL VALVE POMPA P446,22,1985
1800-1811-D2L1-U440-P446-BL04 BL04 BALL VALVE POMPA P446,22,1986
1800-1811-D2L1-U440-P446-CK01 CK01 CHECK VALVE POMPA P446,22,1987
1800-1811-D2L1-U440-P446-FJ01 FJ01 FLEXIBLE JOINT POMPA P446,22,1988
1800-1811-D2L1-U440-P447 P447 ANTISCALANT DOSING PUMP U440,1,1989
1800-1811-D2L1-U440-V441 V441 GROUND WATER TANK U440,1,1990
1800-1811-D2L1-U440-V441-BL01 BL01 BALL VALVE TANKI V441,1,1991
1800-1811-D2L1-U440-V441-BL02 BL02 BALL VALVE TANKI V441,1,1992
1800-1811-D2L1-U440-V441-BL03 BL03 BALL VALVE TANKI V441,1,1993
1800-1811-D2L1-U440-V441-BL04 BL04 BALL VALVE TANKI V441,1,1994
1800-1811-D2L1-U440-V441-BL05 BL05 BALL VALVE TANKI V441,1,1995
1800-1811-D2L1-U440-V441-BL06 BL06 BALL VALVE TANKI V441,1,1996
1800-1811-D2L1-U440-V441-BL07 BL07 BALL VALVE TANKI V441,1,1997
1800-1811-D2L1-U440-V441-BL08 BL08 BALL VALVE TANKI V441,1,1998
1800-1811-D2L1-U440-V441-BL09 BL09 BALL VALVE TANKI V441,1,1999
1800-1811-D2L1-U440-V441-BL10 BL10 BALL VALVE TANKI V441,1,2000
1800-1811-D2L1-U440-V441-BL11 BL11 BALL VALVE TANKI V441,1,2001
1800-1811-D2L1-U440-V441-BL12 BL12 BALL VALVE TANKI V441,1,2002
1800-1811-D2L1-U440-V441-BL13 BL13 BALL VALVE TANKI V441,1,2003
1800-1811-D2L1-U440-V441-BL14 BL14 BALL VALVE TANKI V441,1,2004
1800-1811-D2L1-U440-V441-BL15 BL15 BALL VALVE TANKI V441,1,2005
1800-1811-D2L1-U440-V441-BL16 BL16 BALL VALVE TANKI V441,1,2006
1800-1811-D2L1-U440-V441-LG01 LG01 LEVEL GAUGE TANKI V441,1,2007
1800-1811-D2L1-U440-V441-LG02 LG02 LEVEL GAUGE TANKI V441,1,2008
1800-1811-D2L1-U440-V441-LS01 LS01 LEVEL SWITCH TANKI V441,1,2009
1800-1811-D2L1-U440-V441-LS02 LS02 LEVEL SWITCH TANKI V441,1,2010
1800-1811-D2L1-U440-V443 V443 GROUND WATER TANK U440,1,2011
1800-1811-D2L1-U440-V443-BL01 BL01 BALL VALVE TANKI V443,1,2012
1800-1811-D2L1-U440-V443-BL02 BL02 BALL VALVE TANKI V443,1,2013
1800-1811-D2L1-U440-V443-BL03 BL03 BALL VALVE TANKI V443,1,2014
1800-1811-D2L1-U440-V443-BL04 BL04 BALL VALVE TANKI V443,1,2015
1800-1811-D2L1-U440-V443-BL05 BL05 BALL VALVE TANKI V443,1,2016
1800-1811-D2L1-U440-V443-LG01 LG01 LEVEL GAUGE TANKI V443,1,2017
1800-1811-D2L1-U440-V444 V444 BIOCIDES DOSING TANK U440,1,2018
1800-1811-D2L1-U440-V444-BL01 BL01 BALL VALVE TANKI V444,1,2019
1800-1811-D2L1-U440-V444-BL02 BL02 BALL VALVE TANKI V444,1,2020
1800-1811-D2L1-U440-V444-BL03 BL03 BALL VALVE TANKI V444,1,2021
1800-1811-D2L1-U440-V444-BL04 BL04 BALL VALVE TANKI V444,1,2022
1800-1811-D2L1-U440-V444-BL05 BL05 BALL VALVE TANKI V444,1,2023
1800-1811-D2L1-U440-V444-LG01 LG01 LEVEL GAUGE TANKI V444,1,2024
1800-1811-D2L1-U440-V445 V445 GROUND WATER TANK U440,1,2025
1800-1811-D2L1-U440-V445-BL01 BL01 BALL VALVE TANKI V445,1,2026
1800-1811-D2L1-U440-V445-BL02 BL02 BALL VALVE TANKI V445,1,2027
1800-1811-D2L1-U440-V445-BL03 BL03 BALL VALVE TANKI V445,1,2028
1800-1811-D2L1-U440-V445-BL04 BL04 BALL VALVE TANKI V445,1,2029
1800-1811-D2L1-U440-V445-BL05 BL05 BALL VALVE TANKI V445,1,2030
1800-1811-D2L1-U440-V445-BL06 BL06 BALL VALVE TANKI V445,1,2031
1800-1811-D2L1-U440-V445-BL07 BL07 BALL VALVE TANKI V445,1,2032
1800-1811-D2L1-U440-V445-BL08 BL08 BALL VALVE TANKI V445,1,2033
1800-1811-D2L1-U440-V445-BL09 BL09 BALL VALVE TANKI V445,1,2034
1800-1811-D2L1-U440-V445-BL10 BL10 BALL VALVE TANKI V445,1,2035
1800-1811-D2L1-U440-V445-BL11 BL11 BALL VALVE TANKI V445,1,2036
1800-1811-D2L1-U440-V445-BL12 BL12 BALL VALVE TANKI V445,1,2037
1800-1811-D2L1-U440-V445-BL13 BL13 BALL VALVE TANKI V445,1,2038
1800-1811-D2L1-U440-V445-CK01 CK01 CHECK VALVE TANKI V445,1,2039
1800-1811-D2L1-U440-V445-FJ01 FJ01 FLEXIBLE JOINT TANKI V445,1,2040
1800-1811-D2L1-U440-V445-PG01 PG01 PRESSURE GAUGE TANKI V445,1,2041
1800-1811-D2L1-U440-V445-PS01 PS01 PRESSURE SAFETY VALVE TANKI V445,1,2042
1800-1811-D2L1-U440-V446 V446 GROUND WATER TANK U440,1,2043
1800-1811-D2L1-U440-V446-BL01 BL01 BALL VALVE TANKI V446,1,2044
1800-1811-D2L1-U440-V446-BL02 BL02 BALL VALVE TANKI V446,1,2045
1800-1811-D2L1-U440-V446-BL03 BL03 BALL VALVE TANKI V446,1,2046
1800-1811-D2L1-U440-V446-BL04 BL04 BALL VALVE TANKI V446,1,2047
1800-1811-D2L1-U440-V446-BL05 BL05 BALL VALVE TANKI V446,1,2048
1800-1811-D2L1-U440-V446-BL06 BL06 BALL VALVE TANKI V446,1,2049
1800-1811-D2L1-U440-V446-BL07 BL07 BALL VALVE TANKI V446,1,2050
1800-1811-D2L1-U440-V446-BL08 BL08 BALL VALVE TANKI V446,1,2051
1800-1811-D2L1-U440-V446-BL09 BL09 BALL VALVE TANKI V446,1,2052
1800-1811-D2L1-U440-V446-CK01 CK01 CHECK VALVE TANKI V446,1,2053
1800-1811-D2L1-U440-V446-FJ01 FJ01 FLEXIBLE JOINT TANKI V446,1,2054
1800-1811-D2L1-U440-V446-PG01 PG01 PRESSURE GAUGE TANKI V446,1,2055
1800-1811-D2L1-U440-V446-PS01 PS01 PRESSURE SAFETY VALVE TANKI V446,1,2056
1800-1811-D2L1-U450 UTILITY AREA U450 BOILER 4 TON,1,2057
1800-1811-D2L1-U450-B451 B451 BLOWER IDF BOILER 4 T U450,1,2058
1800-1811-D2L1-U450-E451 E451 BOILER 4 TON AREA U450,1,2059
1800-1811-D2L1-U450-E451-BL01 BL01 BALL VALVE BOILER E451,1,2060
1800-1811-D2L1-U450-E451-BL02 BL02 BALL VALVE BOILER E451,1,2061
1800-1811-D2L1-U450-E451-BL03 BL03 BALL VALVE BOILER E451,1,2062
1800-1811-D2L1-U450-E451-BL04 BL04 BALL VALVE BOILER E451,1,2063
1800-1811-D2L1-U450-E451-BL05 BL05 BALL VALVE BOILER E451,1,2064
1800-1811-D2L1-U450-E451-BL06 BL06 BALL VALVE BOILER E451,1,2065
1800-1811-D2L1-U450-E451-BL07 BL07 BALL VALVE BOILER E451,1,2066
1800-1811-D2L1-U450-E451-BL08 BL08 BALL VALVE BOILER E451,1,2067
1800-1811-D2L1-U450-E451-BL09 BL09 BALL VALVE BOILER E451,1,2068
1800-1811-D2L1-U450-E451-BL10 BL10 BALL VALVE BOILER E451,1,2069
1800-1811-D2L1-U450-E451-CK01 CK01 CHECK VALVE BOILER E451,1,2070
1800-1811-D2L1-U450-E451-CK02 CK02 CHECK VALVE BOILER E451,1,2071
1800-1811-D2L1-U450-E451-GL01 GL01 GLOBE VALVE BOILER E451,1,2072
1800-1811-D2L1-U450-E451-GL02 GL02 GLOBE VALVE BOILER E451,1,2073
1800-1811-D2L1-U450-E451-GL03 GL03 GLOBE VALVE BOILER E451,1,2074
1800-1811-D2L1-U450-E451-GL04 GL04 GLOBE VALVE BOILER E451,1,2075
1800-1811-D2L1-U450-E451-GL05 GL05 GLOBE VALVE BOILER E451,1,2076
1800-1811-D2L1-U450-E451-GL06 GL06 GLOBE VALVE BOILER E451,1,2077
1800-1811-D2L1-U450-E451-GL07 GL07 GLOBE VALVE BOILER E451,1,2078
1800-1811-D2L1-U450-E451-GL08 GL08 GLOBE VALVE BOILER E451,1,2079
1800-1811-D2L1-U450-E451-GL09 GL09 GLOBE VALVE BOILER E451,1,2080
1800-1811-D2L1-U450-E451-GL10 GL10 GLOBE VALVE BOILER E451,1,2081
1800-1811-D2L1-U450-E451-GL11 GL11 GLOBE VALVE BOILER E451,1,2082
1800-1811-D2L1-U450-E451-GL12 GL12 GLOBE VALVE BOILER E451,1,2083
1800-1811-D2L1-U450-E451-GL13 GL13 GLOBE VALVE BOILER E451,1,2084
1800-1811-D2L1-U450-E451-GL14 GL14 GLOBE VALVE BOILER E451,1,2085
1800-1811-D2L1-U450-E451-IT01 IT01 INDICATOR TEMPERATUR E451,1,2086
1800-1811-D2L1-U450-E451-LI01 LI01 LEVEL INDICATOR BOILER E451,1,2087
1800-1811-D2L1-U450-E451-LI02 LI02 LEVEL INDICATOR BOILER E451,1,2088
1800-1811-D2L1-U450-E451-PG01 PG01 PRESSURE GAUGE BOILER E451,1,2089
1800-1811-D2L1-U450-E451-PG02 PG02 PRESSURE GAUGE BOILER E451,1,2090
1800-1811-D2L1-U450-E451-PS01 PS01 PRESSURE SAFETY VALVE BOILER E451,1,2091
1800-1811-D2L1-U450-E451-PS02 PS02 PRESSURE SAFETY VALVE BOILER E451,1,2092
1800-1811-D2L1-U450-P451 P4511/P451 BOILER FEED WATER PUMP U450,1,2093
1800-1811-D2L1-U450-P451-BL01 BL01 BALL VALVE POMPA P451,1,2094
1800-1811-D2L1-U450-P451-BL02 BL02 BALL VALVE POMPA P451,1,2095
1800-1811-D2L1-U450-P451-BL03 BL03 BALL VALVE POMPA P451,1,2096
1800-1811-D2L1-U450-P451-BL04 BL04 BALL VALVE POMPA P451,1,2097
1800-1811-D2L1-U450-P452 P4512/P452 BOILER FEED WATER PUMP U450,1,2098
1800-1811-D2L1-U450-P452-BL01 BL01 BALL VALVE POMPA P452,1,2099
1800-1811-D2L1-U450-P452-BL02 BL02 BALL VALVE POMPA P452,1,2100
1800-1811-D2L1-U450-P453 P453 ANTISCALANT DOSING PUMP BOILER 4T U,1,2101
1800-1811-D2L1-U450-P454 P454 SCAVANGER DOSING PUMP BOILER 4T U45,1,2102
1800-1811-D2L1-U450-P455 P455 ANTISCALANT DOSING PUMP BOILER 6T U,1,2103
1800-1811-D2L1-U450-P456 P456 SCAVANGER DOSING PUMP BOILER 6T U45,1,2104
1800-1811-D2L1-U450-U451 U451 ECONOMIZER U450,1,2105
1800-1811-D2L1-U450-U451-BL01 BL01 BALL VALVE ECONOMIZER U451,1,2106
1800-1811-D2L1-U450-U451-BL02 BL02 BALL VALVE ECONOMIZER U451,1,2107
1800-1811-D2L1-U450-U451-BL03 BL03 BALL VALVE ECONOMIZER U451,1,2108
1800-1811-D2L1-U450-U451-BL04 BL04 BALL VALVE ECONOMIZER U451,1,2109
1800-1811-D2L1-U450-U451-BL05 BL05 BALL VALVE ECONOMIZER U451,1,2110
1800-1811-D2L1-U450-U451-BL06 BL06 BALL VALVE ECONOMIZER U451,1,2111
1800-1811-D2L1-U450-U451-BL07 BL07 BALL VALVE ECONOMIZER U451,1,2112
1800-1811-D2L1-U450-U451-CK01 CK01 CHECK VALVE ECONOMIZER U451,1,2113
1800-1811-D2L1-U450-U451-PG03 PG03 PRESSURE GAUGE ECONOMIZER U451,1,2114
1800-1811-D2L1-U450-U451-PS03 PS03 PRESSURE SAFETY VALVE ECONOMIZER U4,1,2115
1800-1811-D2L1-U450-U452 U452 SAMPLING DEVICE U450,1,2116
1800-1811-D2L1-U450-V451 V451 STEAM HEADER U450,1,2117
1800-1811-D2L1-U450-V451-CK01 CK01 CHECK VALVE HEADER V451,1,2118
1800-1811-D2L1-U450-V451-GL01 GL01 GLOBE VALVE HEADER V451,1,2119
1800-1811-D2L1-U450-V451-GL02 GL02 GLOBE VALVE HEADER V451,1,2120
1800-1811-D2L1-U450-V451-GL03 GL03 GLOBE VALVE HEADER V451,1,2121
1800-1811-D2L1-U450-V451-GL04 GL04 GLOBE VALVE HEADER V451,1,2122
1800-1811-D2L1-U450-V451-GL05 GL05 GLOBE VALVE HEADER V451,1,2123
1800-1811-D2L1-U450-V451-GL06 GL06 GLOBE VALVE HEADER V451,1,2124
1800-1811-D2L1-U450-V451-GL07 GL07 GLOBE VALVE HEADER V451,1,2125
1800-1811-D2L1-U450-V451-GL08 GL08 GLOBE VALVE HEADER V451,1,2126
1800-1811-D2L1-U450-V451-PG01 PG01 PRESSURE GAUGE HEADER V451,1,2127
1800-1811-D2L1-U450-V451-PS01 PS01 PRESSURE SAFETY VALVE V451,1,2128
1800-1811-D2L1-U450-V451-ST01 ST01 STEAM TRAP HEADER V451,1,2129
1800-1811-D2L1-U450-V451-TG01 TG01 TEMPERATUR GAUGE HEADER V451,1,2130
1800-1811-D2L1-U450-V452 V452 ANTISCALANT TANK U450,1,2131
1800-1811-D2L1-U450-V452-AE01 AE01 ANALYS ELEMENT TANKI V452,1,2132
1800-1811-D2L1-U450-V452-AI01 AI01 ANALYSIS INDICATOR V452,1,2133
1800-1811-D2L1-U450-V452-BL01 BL01 BALL VALVE TANKI V452,1,2134
1800-1811-D2L1-U450-V452-BL02 BL02 BALL VALVE TANKI V452,1,2135
1800-1811-D2L1-U450-V452-BL03 BL03 BALL VALVE TANKI V452,1,2136
1800-1811-D2L1-U450-V452-BL04 BL04 BALL VALVE TANKI V452,1,2137
1800-1811-D2L1-U450-V452-BL05 BL05 BALL VALVE TANKI V452,1,2138
1800-1811-D2L1-U450-V452-BL06 BL06 BALL VALVE TANKI V452,1,2139
1800-1811-D2L1-U450-V452-BL07 BL07 BALL VALVE TANKI V452,1,2140
1800-1811-D2L1-U450-V452-BL08 BL08 BALL VALVE TANKI V452,1,2141
1800-1811-D2L1-U450-V452-BL09 BL09 BALL VALVE TANKI V452,1,2142
1800-1811-D2L1-U450-V452-LG01 LG01 LEVEL GAUGE TANKI V452,1,2143
1800-1811-D2L1-U450-V452-LT01 LT01 LEVEL TRANSMITTER TANKI V452,1,2144
1800-1811-D2L1-U450-V452-LV01 LV01 LEVEL CONTROL VALVE TANKI V452,1,2145
1800-1811-D2L1-U450-V452-TG01 TG01 TEMP GAUGE TANKI V452,1,2146
1800-1811-D2L1-U450-V453 V453 ANTISCALANT TANK U450,1,2147
1800-1811-D2L1-U450-V453-BL01 BL01 BALL VALVE TANKI V453,1,2148
1800-1811-D2L1-U450-V453-BL02 BL02 BALL VALVE TANKI V453,1,2149
1800-1811-D2L1-U450-V453-BL03 BL03 BALL VALVE TANKI V453,1,2150
1800-1811-D2L1-U450-V453-BL04 BL04 BALL VALVE TANKI V453,1,2151
1800-1811-D2L1-U450-V453-BL05 BL05 BALL VALVE TANKI V453,1,2152
1800-1811-D2L1-U450-V453-LG01 LG01 LEVEL GAUGE TANKI V453,1,2153
1800-1811-D2L1-U450-V454 V454 SCAVANGER TANK U450,1,2154
1800-1811-D2L1-U450-V454-BL01 BL01 BALL VALVE TANKI V454,1,2155
1800-1811-D2L1-U450-V454-BL02 BL02 BALL VALVE TANKI V454,1,2156
1800-1811-D2L1-U450-V454-BL03 BL03 BALL VALVE TANKI V454,1,2157
1800-1811-D2L1-U450-V454-BL04 BL04 BALL VALVE TANKI V454,1,2158
1800-1811-D2L1-U450-V454-BL05 BL05 BALL VALVE TANKI V454,1,2159
1800-1811-D2L1-U450-V454-LG01 LG01 LEVEL GAUGE TANKI V454,1,2160
1800-1811-D2L1-U460-E461 E461 BOILER 6 TON AREA U450,1,2161
1800-1811-D2L1-U460-F461 F461 AIR FILTER U460,1,2162
1800-1811-D2L1-U460-F461-BL01 BL01 BALL VALVE FILTER F461,1,2163
1800-1811-D2L1-U460-F461-BL02 BL02 BALL VALVE FILTER F461,1,2164
1800-1811-D2L1-U460-F461-BL03 BL03 BALL VALVE FILTER F461,1,2165
1800-1811-D2L1-U460-F461-PG01 PG01 PRESSURE GAUGE FILTER F461,1,2166
1800-1811-D2L1-U460-F462 F462 AIR FILTER U460,1,2167
1800-1811-D2L1-U460-F462-BL01 BL01 BALL VALVE FILTER F462,1,2168
1800-1811-D2L1-U460-F462-BL02 BL02 BALL VALVE FILTER F462,1,2169
1800-1811-D2L1-U460-F462-BL03 BL03 BALL VALVE FILTER F462,1,2170
1800-1811-D2L1-U460-F462-PG01 PG01 PRESSURE GAUGE FILTER F462,1,2171
1800-1811-D2L1-U460-F463 F463 AIR FILTER U460,1,2172
1800-1811-D2L1-U460-F463-BL01 BL01 BALL VALVE FILTER F463,1,2173
1800-1811-D2L1-U460-F463-BL02 BL02 BALL VALVE FILTER F463,1,2174
1800-1811-D2L1-U460-F463-BL03 BL03 BALL VALVE FILTER F463,1,2175
1800-1811-D2L1-U460-F463-BL04 BL04 BALL VALVE FILTER F463,1,2176
1800-1811-D2L1-U460-F463-PG01 PG01 PRESSURE GAUGE FILTER F463,1,2177
1800-1811-D2L1-U460-P461 P461 BOILER FEED WATER PUMP U460,1,2178
1800-1811-D2L1-U460-P462 P462 BOILER FEED WATER PUMP U460,1,2179
1800-1811-D2L1-U460-P463 P463/P116 CT CIRCULATION PUMP U460,1,2180
1800-1811-D2L1-U460-P464 P464/P117 CT CIRCULATION PUMP U460,1,2181
1800-1811-D2L1-U460-P465 P465/P418 COOLING WATER TRANS. PUMP U460,1,2182
